"","state_code","state_name","district_code","district_name","ngdp_code","census_year","Pop_Total","Pop_GenderMale","Pop_GenderFemale","Pop_CitizenshipCitizen","Pop_CitizenshipNon-citizen","AnnualPopGrowthRate_Average","Pop_EthnicMalay","Pop_EthnicOtherBumi","Pop_EthnicChinese","Pop_EthnicIndian","Pop_EthnicOther","Pop_AgeGroup0014","Pop_AgeGroup1564","Pop_AgeGroup65++","Pop_MaritalNeverMarried","Pop_MaritalMarried","Pop_MaritalWiddowed","Pop_MaritalDivorcedSeparated","Pop_ReligionIslam","Pop_ReligionChristian","Pop_ReligionBuddha","Pop_ReligionHindu","Pop_ReligionOthers","Pop_ReligionNoReligionUnknown","LandAreaKm2","Pop_Density","Pop_StrataUrban","Pop_StrataRural"
"1",1,"Johor",1,"Batu Pahat","0101",1970,249596,122454,127142,249596,NA,NA,162801,NA,82116,4485,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1,"Johor",1,"Batu Pahat","0101",1980,274625,134233,140392,274625,NA,0.955629199789393,171498,NA,97637,5301,189,112280,151068,11277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64727,209898
"3",1,"Johor",1,"Batu Pahat","0101",1991,294056,145922,148134,290877,3179,0.683636946860972,132503,1455,103953,5536,47430,102996,176238,14822,102010,108892,12265,1224,184458,3377,78549,4401,20562,2383,NA,NA,96335,197721
"4",1,"Johor",1,"Batu Pahat","0101",2000,336509,170374,166135,328050,8459,1.34854669250064,213853,2722,105480,5525,470,109112,207499,19898,77343,135002,13904,1148,225280,3639,89968,4723,11748,1151,NA,NA,161508,175001
"5",1,"Johor",1,"Batu Pahat","0101",2010,401902,206220,195682,383391,18511,1.77583383164117,254078,2641,119361,6443,868,112129,261213,28560,105366,162267,20416,1724,267911,5118,116380,6824,3173,2496,NA,NA,221888,180014
"6",1,"Johor",1,"Batu Pahat","0101",2020,495338,261609,233729,465143,30195,2.09032080025304,311257,5110,140103,6910,1763,105923,356961,32454,159048,211339,13635,5010,330803,14565,129831,13484,5570,1085,1966.31,251.912465481028,309750,185588
"7",1,"Johor",2,"Johor Bahru","0102",1970,267913,136870,131043,267913,NA,NA,122373,NA,112017,29212,4311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1,"Johor",2,"Johor Bahru","0102",1980,406871,208189,198682,406871,NA,4.17833880942845,206085,NA,161615,37956,1215,149163,244479,13229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270022,136849
"9",1,"Johor",2,"Johor Bahru","0102",1991,704471,366337,338134,678287,26184,5.48950984660093,326104,3255,260493,64923,23512,229812,456055,18604,248101,269251,16602,2906,376354,19029,196853,55420,46926,8101,NA,NA,560227,144244
"10",1,"Johor",2,"Johor Bahru","0102",2000,1081978,564466,517512,1017892,64086,4.29098959937109,505818,15430,387522,101827,7295,327529,727994,26455,289176,436574,23984,4715,577765,35139,336341,90901,28854,12978,NA,NA,985407,96571
"11",1,"Johor",2,"Johor Bahru","0102",2010,1334188,708660,625528,1218496,115692,2.09532019598643,603800,30353,456112,120683,7548,363540,924219,46429,368322,556258,39505,6563,681428,45536,457761,122074,7489,19900,NA,NA,1242608,91580
"12",1,"Johor",2,"Johor Bahru","0102",2020,1711191,907315,803876,1588023,123168,2.48866752206157,794408,32411,606262,144991,9951,450281,1159951,100959,428860,776542,31571,23545,883183,75957,566112,156071,15094,14774,1065.84,1605.48581400585,1702424,8767
"13",1,"Johor",3,"Kluang","0103",1970,134510,68791,65719,134510,NA,NA,49931,NA,65761,18477,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1,"Johor",3,"Kluang","0103",1980,179791,91583,88208,179791,NA,2.90156519446853,79253,NA,77138,23052,348,74668,99139,5984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50315,129476
"15",1,"Johor",3,"Kluang","0103",1991,224424,115871,108553,216660,7764,2.21742054633912,99086,1108,81761,24671,10034,83945,133331,7148,74984,85021,5886,716,117636,3642,63821,22044,15572,1339,NA,NA,98669,125755
"16",1,"Johor",3,"Kluang","0103",2000,255601,134214,121387,241426,14175,1.30080515057538,129458,1789,84170,24867,1142,84642,161684,9275,57159,105634,7320,846,144879,3934,71240,22915,11254,1379,NA,NA,149070,106531
"17",1,"Johor",3,"Kluang","0103",2010,288364,160007,128357,253682,34682,1.20605936130827,138223,3711,86690,24012,1046,74961,196367,17036,75826,124044,12187,1346,162446,5101,86974,24172,2384,7287,NA,NA,174663,113701
"18",1,"Johor",3,"Kluang","0103",2020,323762,179314,144448,289981,33781,1.15785106974279,166614,4810,92320,24842,1395,75113,229899,18750,83548,148113,13305,3596,193955,6792,91720,28316,1274,1705,2864.53,113.02447521932,225555,98207
"19",1,"Johor",4,"Kota Tinggi","0104",1970,60942,31906,29036,60942,NA,NA,39741,NA,17150,3857,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",1,"Johor",4,"Kota Tinggi","0104",1980,114267,59944,54323,114267,NA,6.286152230187,91691,NA,17583,4954,39,53426,58228,2613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13056,101211
"21",1,"Johor",4,"Kota Tinggi","0104",1991,174425,90836,83589,167920,6505,4.22957034621181,132338,789,18903,6142,9748,73555,97247,3623,58265,61952,3173,503,148829,1229,14168,5167,4248,420,NA,NA,24327,150098
"22",1,"Johor",4,"Kota Tinggi","0104",2000,192336,101139,91197,181458,10878,0.977489927365982,155137,1095,19163,5573,490,65629,121738,4969,45702,75808,4582,615,167015,1200,15597,4847,3289,388,NA,NA,38863,153473
"23",1,"Johor",4,"Kota Tinggi","0104",2010,187824,98733,89091,171356,16468,-0.237384884257321,144800,1580,18817,5592,567,50611,126704,10509,45213,83506,7705,789,160223,1512,18846,5166,1075,1002,NA,NA,70726,117098
"24",1,"Johor",4,"Kota Tinggi","0104",2020,222382,118422,103960,208575,13807,1.68891269713028,179989,3587,18630,5541,828,52555,157268,12559,57803,99096,10820,2085,194191,2326,18315,6281,545,724,3488.55,63.7462556076307,107232,115150
"25",1,"Johor",5,"Mersing","0105",1970,34644,17600,17044,34644,NA,NA,24517,NA,9059,990,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",1,"Johor",5,"Mersing","0105",1980,42208,21886,20322,42208,NA,1.97485226066106,30354,NA,10547,1211,96,16936,23458,1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13888,28320
"27",1,"Johor",5,"Mersing","0105",1991,63643,32579,31064,62555,1088,4.10679565987039,48373,1134,9986,899,2163,28140,33450,2053,18132,22830,1811,255,51501,229,7059,708,3151,598,NA,NA,19055,44588
"28",1,"Johor",5,"Mersing","0105",2000,67605,34745,32860,65804,1801,0.603926022887785,55310,1461,8180,736,117,26086,39173,2346,13848,25418,1924,329,57349,539,6003,644,2899,171,NA,NA,19988,47617
"29",1,"Johor",5,"Mersing","0105",2010,69028,36595,32433,62268,6760,0.208302745746111,51946,2450,7072,717,83,20373,45119,3536,16666,28522,3082,385,57489,890,7379,630,71,2569,NA,NA,23759,45269
"30",1,"Johor",5,"Mersing","0105",2020,78195,41939,36256,74072,4123,1.24693487502846,62903,2984,7119,864,202,18786,55134,4275,20485,34383,3761,751,67527,992,6953,1128,491,1104,2856.59,27.3735467813022,22553,55642
"31",1,"Johor",6,"Muar","0106",1970,278903,137075,141828,278903,NA,NA,156815,NA,110476,11336,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",1,"Johor",6,"Muar","0106",1980,291129,141585,149544,291129,NA,0.429024167934491,161732,NA,118057,11023,317,119988,158355,12786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78402,212727
"33",1,"Johor",6,"Muar","0106",1991,301804,148348,153456,299831,1973,0.360113321437828,154351,969,117776,11303,15432,107632,178036,16136,103307,111051,12570,1032,171661,3190,92168,10211,20883,1628,NA,NA,97157,204647
"34",1,"Johor",6,"Muar","0106",2000,330355,168014,162341,318620,11735,0.903900337673551,191670,1394,114081,10617,858,107681,202082,20592,76153,131262,14208,1051,203987,3439,97478,10128,13908,1415,NA,NA,150447,179908
"35",1,"Johor",6,"Muar","0106",2010,239027,125056,113971,225267,13760,-3.23591317561646,132212,1478,85395,5671,511,65920,153827,19280,61720,97409,13154,824,139857,2344,86046,6906,1320,2554,NA,NA,132983,106044
"36",1,"Johor",6,"Muar","0106",2020,314776,173296,141480,280956,33820,2.7528475849299,172714,1709,100430,5452,651,71991,222120,20665,97778,132260,10542,2188,196033,5137,101002,10155,1546,903,1392.58,226.03800140746,180241,134535
"37",1,"Johor",7,"Pontian","0107",1970,117686,58600,59086,117686,NA,NA,72267,NA,43847,1536,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",1,"Johor",7,"Pontian","0107",1980,121031,59469,61562,121031,NA,0.280266504132049,75126,NA,44519,1331,55,49677,65604,5750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21789,99242
"39",1,"Johor",7,"Pontian","0107",1991,129356,64533,64823,126793,2563,0.66521582200624,57361,709,43058,1283,24382,46872,75120,7364,42936,48458,5482,504,84883,653,29420,1152,12818,340,NA,NA,40183,89173
"40",1,"Johor",7,"Pontian","0107",2000,142697,72509,70188,137374,5323,0.981552078050834,92332,489,42860,1284,409,46829,86649,9219,32396,56728,6121,623,98108,820,34170,1213,8166,220,NA,NA,57865,84832
"41",1,"Johor",7,"Pontian","0107",2010,149938,78266,71672,139002,10936,0.494983741807906,95732,1202,40188,1481,399,42413,95217,12308,38382,60973,7364,806,103477,1055,40028,2205,1857,1316,NA,NA,72875,77063
"42",1,"Johor",7,"Pontian","0107",2020,173318,93247,80071,159983,13335,1.44906182138795,113498,1771,42608,1367,739,40237,122497,10584,45959,77854,7499,1743,125176,1894,41562,3326,1126,234,932.63,185.837899274096,83930,89388
"43",1,"Johor",8,"Segamat","0108",1970,127600,64280,63320,127600,NA,NA,51080,NA,60858,15428,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1,"Johor",8,"Segamat","0108",1980,150501,75253,75248,150501,NA,1.65069357774439,61379,NA,70936,18065,121,63363,81582,5556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44637,105864
"45",1,"Johor",8,"Segamat","0108",1991,177561,88834,88727,173535,4026,1.65344483163924,76530,1246,69920,19291,6548,67946,102898,6717,60328,65393,5362,701,87326,2725,55160,17354,13290,1364,NA,NA,53957,123604
"46",1,"Johor",8,"Segamat","0108",2000,177916,88781,89135,172160,5756,0.0199731694605297,90135,1487,63546,16320,672,60472,108891,8553,38936,71791,6226,491,96449,2443,55606,15117,7869,432,NA,NA,94967,82949
"47",1,"Johor",8,"Segamat","0108",2010,182985,92663,90322,172799,10186,0.280926534737058,96258,2447,58420,15162,512,45879,123457,13649,49323,78296,8781,706,104577,1916,56666,14321,3465,2040,NA,NA,95341,87644
"48",1,"Johor",8,"Segamat","0108",2020,197762,103200,94562,186121,11641,0.77660105217985,103554,3142,63132,15711,582,39953,145166,12643,58646,88748,8105,2244,113382,2099,62404,16807,1063,2007,2866.56,68.9893112301853,104669,93093
"49",1,"Johor",9,"Kulai","0109",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",1,"Johor",9,"Kulai","0109",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1,"Johor",9,"Kulai","0109",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",1,"Johor",9,"Kulai","0109",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",1,"Johor",9,"Kulai","0109",2010,245294,131179,114115,217293,28001,NA,107784,3067,81791,23553,1098,65558,169801,9935,74965,96420,7479,872,124762,24998,64793,24446,1876,4419,NA,NA,220853,24441
"54",1,"Johor",9,"Kulai","0109",2020,329497,177734,151763,282299,47198,2.95109758076808,151410,3922,95259,30225,1483,68754,239687,21056,120385,129752,7237,3363,181646,9741,91809,37923,3760,4618,755.51,436.125266376355,291941,37556
"55",1,"Johor",10,"Tangkak","0110",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",1,"Johor",10,"Tangkak","0110",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",1,"Johor",10,"Tangkak","0110",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",1,"Johor",10,"Tangkak","0110",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",1,"Johor",10,"Tangkak","0110",2010,131890,67980,63910,124534,7356,NA,73639,844,43744,5946,361,37127,83991,10772,34597,52604,7120,442,78977,18734,18753,6365,8121,940,NA,NA,61996,69894
"60",1,"Johor",10,"Tangkak","0110",2020,163449,85231,78218,155350,8099,2.14532773234788,102070,1311,42789,8392,788,35717,117087,10645,50246,68390,6937,2139,108783,1963,41096,9226,1883,498,976.76,167.337933576314,75189,88260
"61",2,"Kedah",1,"Baling","0201",1970,104142,53026,51116,104142,NA,NA,81512,NA,10470,10650,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2,"Kedah",1,"Baling","0201",1980,104858,51586,53272,104858,NA,0.0685170144591357,85897,NA,8544,8859,1558,45319,55773,3766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,104858
"63",2,"Kedah",1,"Baling","0201",1991,114485,55536,58949,114251,234,0.878367561329474,97179,175,6809,7762,2326,47212,61934,5339,34859,41765,4244,1122,98302,347,6764,7171,1606,228,NA,NA,0,114485
"64",2,"Kedah",1,"Baling","0201",2000,124830,61755,63075,124304,526,0.865090016172992,111112,183,5510,5772,1727,46439,71642,6749,25523,47061,5085,722,111863,310,6084,5420,1031,122,NA,NA,0,124830
"65",2,"Kedah",1,"Baling","0201",2010,132304,66462,65842,130061,2243,0.581494933168513,117912,295,4731,5319,1804,41981,80588,9735,29608,53103,6706,906,120209,376,6308,5033,297,81,NA,NA,51485,80819
"66",2,"Kedah",1,"Baling","0201",2020,142643,73102,69541,139748,2895,0.752427003224976,128024,724,4218,4517,2265,38544,93524,10575,35916,59302,6382,961,130000,403,6054,4635,240,1311,1529,93.2916939175932,45148,97495
"67",2,"Kedah",2,"Bandar Baharu","0202",1970,33257,16571,16686,33257,NA,NA,22120,NA,7632,3493,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2,"Kedah",2,"Bandar Baharu","0202",1980,31724,15489,16235,31724,NA,-0.471917790390244,21652,NA,7080,2953,39,13309,16894,1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31724
"69",2,"Kedah",2,"Bandar Baharu","0202",1991,33006,16133,16873,32908,98,0.396158709003029,24160,11,5846,2776,115,12558,18528,1920,10471,12309,1555,269,24448,144,2836,2565,2911,102,NA,NA,0,33006
"70",2,"Kedah",2,"Bandar Baharu","0202",2000,37963,19006,18957,37675,288,1.39922638056084,29586,27,5154,2868,40,13354,22372,2237,8049,14730,1632,198,29922,111,3659,2783,1375,113,NA,NA,0,37963
"71",2,"Kedah",2,"Bandar Baharu","0202",2010,41352,20810,20542,40677,675,0.855087867162786,33385,27,4585,2630,50,13172,25002,3178,8956,16754,2217,253,33959,144,4592,2566,31,60,NA,NA,12028,29324
"72",2,"Kedah",2,"Bandar Baharu","0202",2020,44412,22740,21672,43107,1305,0.713889152982811,36156,115,4141,2611,84,11582,29343,3487,11367,18763,2469,356,37316,86,3540,2563,620,287,271,163.881918819188,11557,32855
"73",2,"Kedah",3,"Kota Setar","0203",1970,301213,150118,151095,301213,NA,NA,216826,NA,67981,11379,5027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2,"Kedah",3,"Kota Setar","0203",1980,279567,138011,141556,279567,NA,-0.745756780419186,194552,NA,73167,10712,1136,105744,163579,10244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69435,210132
"75",2,"Kedah",3,"Kota Setar","0203",1991,322354,159763,162591,321125,1229,1.42408342908988,230277,159,78670,10455,1564,116350,191068,14936,101818,125984,12538,2492,232825,2346,65178,8282,12525,711,NA,NA,180026,142328
"76",2,"Kedah",3,"Kota Setar","0203",2000,354513,176297,178216,351654,2859,0.950946961159447,263921,165,76987,9154,1427,119432,216072,19009,71051,147190,14312,2528,267477,2288,68886,7714,7752,396,NA,NA,203342,151171
"77",2,"Kedah",3,"Kota Setar","0203",2010,357176,178457,178719,350730,6446,0.0748364082739703,262027,610,78542,8298,1253,96615,234892,25669,86572,154455,17109,2425,267659,2007,78555,7007,1549,399,NA,NA,280594,76582
"78",2,"Kedah",3,"Kota Setar","0203",2020,374051,186128,187923,361151,12900,0.461634942588949,268247,1021,83371,7306,1206,94413,247898,31740,80928,163027,16061,4408,274649,2342,81226,6538,1603,7693,420,890.597619047619,300448,73603
"79",2,"Kedah",4,"Kuala Muda","0204",1970,159831,80867,78964,159831,NA,NA,82857,NA,45845,29299,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2,"Kedah",4,"Kuala Muda","0204",1980,192308,95815,96493,192308,NA,1.84981246384798,106983,NA,52646,31751,928,74861,109953,7494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45343,146965
"81",2,"Kedah",4,"Kuala Muda","0204",1991,254372,125549,128823,253332,1040,2.79699509122045,151976,567,59348,40066,1375,93276,150806,10290,82259,96559,9155,1629,154357,3691,37340,36545,21822,490,NA,NA,138512,115860
"82",2,"Kedah",4,"Kuala Muda","0204",2000,339898,170248,169650,332482,7416,2.89847810085684,211853,628,70252,48276,1473,116094,210287,13517,72555,137983,11430,1836,219731,4429,55863,44813,14182,880,NA,NA,217741,122157
"83",2,"Kedah",4,"Kuala Muda","0204",2010,443488,224626,218862,423736,19752,2.66025171285187,278999,1403,82249,58986,2099,131269,289644,22575,102427,189865,17062,2865,291946,5752,83214,56971,3082,2523,NA,NA,375000,68488
"84",2,"Kedah",4,"Kuala Muda","0204",2020,544984,280022,264962,509844,35140,2.06085692547738,363932,2136,83024,58581,2171,130338,369798,44848,114011,228387,15920,4559,376394,5990,81498,57755,3866,19481,913,596.915662650602,478314,66670
"85",2,"Kedah",5,"Kubang Pasu","0205",1970,117451,59515,57936,117451,NA,NA,98669,NA,13659,3270,1853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2,"Kedah",5,"Kubang Pasu","0205",1980,129808,63933,65875,129808,NA,1.00035210322646,109282,NA,14608,3781,2137,50363,73986,5459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13908,115900
"87",2,"Kedah",5,"Kubang Pasu","0205",1991,157963,78471,79492,157470,493,1.96304392735302,134750,191,15598,4210,2721,58273,91959,7731,46997,63154,5638,1575,135374,521,14945,3773,2694,615,NA,NA,35881,122082
"88",2,"Kedah",5,"Kubang Pasu","0205",2000,185856,89556,96300,184046,1810,1.6261135193421,160058,843,15892,4384,2869,60654,115433,9769,41082,75879,6676,1565,162324,1006,17108,4065,1277,76,NA,NA,49401,136455
"89",2,"Kedah",5,"Kubang Pasu","0205",2010,214479,104688,109791,209463,5016,1.43239651155225,184135,799,16555,4846,3128,57172,143767,13540,61207,85049,9414,1637,188657,1054,19718,4579,357,114,NA,NA,111369,103110
"90",2,"Kedah",5,"Kubang Pasu","0205",2020,237759,117316,120443,230846,6913,1.03045724121165,206499,1176,14934,4911,3326,63125,156482,18152,63130,102416,9731,2097,212015,1885,16649,4488,200,2522,946,251.330866807611,128858,108901
"91",2,"Kedah",6,"Kulim","0206",1970,88346,44322,44024,88346,NA,NA,40337,NA,26590,21221,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2,"Kedah",6,"Kulim","0206",1980,92525,45068,47457,92525,NA,0.462179550079482,45292,NA,26045,20987,201,36576,52020,3929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26817,65708
"93",2,"Kedah",6,"Kulim","0206",1991,128356,62828,65528,127681,675,3.27328775128006,73808,156,27170,26027,520,45780,77308,5268,43894,47704,4336,843,75273,2144,19269,24043,7418,176,NA,NA,58328,70028
"94",2,"Kedah",6,"Kulim","0206",2000,190952,95472,95480,186203,4749,3.97214434162507,112935,349,36200,36204,515,65672,118049,7231,40534,77885,5887,974,118051,3108,29848,33973,5757,215,NA,NA,117488,73464
"95",2,"Kedah",6,"Kulim","0206",2010,281260,146510,134750,265902,15358,3.87257420879369,168597,557,46208,49830,710,87321,182160,11779,65000,118795,8773,1371,177623,4315,44737,48335,2687,3563,NA,NA,255263,25997
"96",2,"Kedah",6,"Kulim","0206",2020,337699,173041,164658,318348,19351,1.82875457736863,220323,1129,47366,48070,1460,79726,230859,27114,72669,142274,8264,2521,230686,3810,46281,46502,2583,7837,774,436.303617571059,296845,40854
"97",2,"Kedah",7,"Langkawi","0207",1970,23788,11931,11857,23788,NA,NA,20991,NA,1962,794,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2,"Kedah",7,"Langkawi","0207",1980,28340,14326,14014,28340,NA,1.75092982418187,25156,NA,2105,855,224,11052,16093,1195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28340
"99",2,"Kedah",7,"Langkawi","0207",1991,42938,22157,20781,41684,1254,4.15482980484839,37435,101,2769,1095,284,15613,25581,1744,12248,17155,1169,403,38413,201,2223,883,393,52,NA,NA,10503,32435
"100",2,"Kedah",7,"Langkawi","0207",2000,69681,35523,34158,67396,2285,4.84170469014216,61018,228,4136,1540,474,24913,42488,2280,14147,28536,1594,491,63525,526,3924,1345,289,72,NA,NA,20997,48684
"101",2,"Kedah",7,"Langkawi","0207",2010,92784,49065,43719,83607,9177,2.86346527372495,77279,151,4253,1712,212,27326,61895,3563,19469,43042,2360,587,79908,673,4714,1628,66,5795,NA,NA,77740,15044
"102",2,"Kedah",7,"Langkawi","0207",2020,94138,48694,45444,90015,4123,0.144875796589108,82160,528,4611,1741,975,24037,63594,6507,21294,41605,3105,1430,85490,940,4523,1579,56,1550,526,178.969581749049,88986,5152
"103",2,"Kedah",8,"Padang Terap","0208",1970,30363,15513,14850,30363,NA,NA,26892,NA,928,214,2329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2,"Kedah",8,"Padang Terap","0208",1980,40428,20215,20213,40428,NA,2.86297852337542,36776,NA,728,137,2787,17538,21600,1290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40428
"105",2,"Kedah",8,"Padang Terap","0208",1991,50726,25130,25596,50532,194,2.2691598545004,46273,20,783,136,3320,21308,27325,2093,13506,20234,1535,520,46525,45,3861,102,180,13,NA,NA,0,50726
"106",2,"Kedah",8,"Padang Terap","0208",2000,55847,27657,28190,55638,209,0.961772091011716,51258,23,661,47,3649,21733,31091,3023,9276,22402,2041,395,51480,16,4273,27,45,6,NA,NA,0,55847
"107",2,"Kedah",8,"Padang Terap","0208",2010,61970,31395,30575,60413,1557,1.04034588210388,55784,74,651,85,3819,18549,38768,4653,13434,26656,2906,425,57028,64,4772,76,16,14,NA,NA,0,61970
"108",2,"Kedah",8,"Padang Terap","0208",2020,65698,34223,31475,62389,3309,0.584180866528954,57089,190,497,28,4585,18010,43001,4687,15580,28818,3300,592,58752,206,6467,67,11,195,1359,48.3428991905813,0,65698
"109",2,"Kedah",9,"Sik","0209",1970,39027,20016,19011,39027,NA,NA,34815,NA,1454,189,2569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2,"Kedah",9,"Sik","0209",1980,43366,21593,21773,43366,NA,1.05422009654494,39244,NA,1032,91,2999,18771,23170,1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43366
"111",2,"Kedah",9,"Sik","0209",1991,54466,27121,27345,54362,104,2.27900929838778,50125,18,973,94,3152,23245,28837,2384,15354,20703,1752,569,50332,13,3927,21,106,44,NA,NA,0,54466
"112",2,"Kedah",9,"Sik","0209",2000,59556,29718,29838,59386,170,0.893403926125003,55176,24,802,45,3339,22475,33838,3243,11275,22982,2374,450,55391,14,3880,15,248,8,NA,NA,0,59556
"113",2,"Kedah",9,"Sik","0209",2010,66387,34140,32247,64795,1592,1.08584207788535,60131,20,690,52,3902,20675,40796,4916,13833,28163,3207,509,61171,19,4760,48,76,313,NA,NA,0,66387
"114",2,"Kedah",9,"Sik","0209",2020,67925,34674,33251,65808,2117,0.229029011305727,61616,197,513,57,3425,18668,44403,4854,14493,31203,3279,598,63010,42,4087,55,20,711,1635,41.5443425076453,9707,58218
"115",2,"Kedah",10,"Yan","0210",1970,55003,26812,28191,55003,NA,NA,47098,NA,7525,314,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2,"Kedah",10,"Yan","0210",1980,59030,28436,30594,59030,NA,0.706580600531309,51462,NA,7258,261,49,23819,32577,2634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59030
"117",2,"Kedah",10,"Yan","0210",1991,60483,28871,31612,60319,164,0.243165445630859,54130,53,5709,186,241,22706,34168,3609,19943,22415,2853,563,54555,23,4328,105,1383,54,NA,NA,0,60483
"118",2,"Kedah",10,"Yan","0210",2000,62217,30360,31857,61852,365,0.282659404836633,56890,35,4636,138,153,22020,35802,4395,11757,24745,3187,508,57422,27,3934,103,681,50,NA,NA,0,62217
"119",2,"Kedah",10,"Yan","0210",2010,66606,33168,33438,65950,656,0.681663892792178,61478,19,4326,91,36,20787,40108,5711,14005,27756,3556,502,61933,43,4330,73,58,169,NA,NA,29978,36628
"120",2,"Kedah",10,"Yan","0210",2020,73384,37659,35725,72802,582,0.969112646287895,69620,318,2734,63,67,19924,47867,5593,15558,31260,3394,560,70332,72,2673,36,37,234,246,298.308943089431,33969,39415
"121",2,"Kedah",11,"Pendang","0211",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
