ngdp00,census_year,Pop_Total,Pop_GenderMale,Pop_GenderFemale,Pop_CitizenshipCitizen,Pop_CitizenshipNon-citizen,Pop_EthnicMalay,Pop_EthnicOtherBumi,Pop_EthnicChinese,Pop_EthnicIndian,Pop_EthnicOther,Pop_AgeGroup0014,Pop_AgeGroup1564,Pop_AgeGroup65++,Pop_MaritalNeverMarried,Pop_MaritalMarried,Pop_MaritalWiddowed,Pop_MaritalDivorcedSeparated,Pop_ReligionIslam,Pop_ReligionChristian,Pop_ReligionBuddha,Pop_ReligionHindu,Pop_ReligionOthers,Pop_ReligionNoReligionUnknown,Pop_StrataUrban,Pop_StrataRural,LandAreaKm2,Pop_Density
0101,1991,294056,145922,148134,290877,3179,132503,1455,103953,5536,47430,102996,176238,14822,102010,108892,12265,1224,184458,3377,78549,4401,20562,2383,96335,197721,1966.31,149.547
0101,2000,336509,170374,166135,328050,8459,213853,2722,105480,5525,470,109112,207499,19898,77343,135002,13904,1148,225280,3639,89968,4723,11748,1151,161508,175001,1966.31,171.137
0101,2010,401902,206220,195682,383391,18511,254078,2641,119361,6443,868,112129,261213,28560,105366,162267,20416,1724,267911,5118,116380,6824,3173,2496,221888,180014,1966.31,204.394
0101,2020,495338,261609,233729,465143,30195,311257,5110,140103,6910,1763,105923,356961,32454,159048,211339,13635,5010,330803,14565,129831,13484,5570,1085,309750,185588,1966.31,251.912
0102,1991,704471,366337,338134,678287,26184,326104,3255,260493,64923,23512,229812,456055,18604,248101,269251,16602,2906,376354,19029,196853,55420,46926,8101,560227,144244,1821.35,386.785
0102,2000,1081978,564466,517512,1017892,64086,505818,15430,387522,101827,7295,327529,727994,26455,289176,436574,23984,4715,577765,35139,336341,90901,28854,12978,985407,96571,1821.35,594.053
0102,2010,1579482,839839,739643,1435789,143693,711584,33420,537903,144236,8646,429098,1094020,56364,443287,652678,46984,7435,806190,70534,522554,146520,9365,24319,1463461,116021,1821.35,867.204
0102,2020,2040688,1085049,955639,1870322,170366,945818,36333,701521,175216,11434,519035,1399638,122015,549245,906294,38808,26908,1064829,85698,657921,193994,18854,19392,1994365,46323,1821.35,1120.426
0103,1991,224424,115871,108553,216660,7764,99086,1108,81761,24671,10034,83945,133331,7148,74984,85021,5886,716,117636,3642,63821,22044,15572,1339,98669,125755,2864.53,78.346
0103,2000,255601,134214,121387,241426,14175,129458,1789,84170,24867,1142,84642,161684,9275,57159,105634,7320,846,144879,3934,71240,22915,11254,1379,149070,106531,2864.53,89.23
0103,2010,288364,160007,128357,253682,34682,138223,3711,86690,24012,1046,74961,196367,17036,75826,124044,12187,1346,162446,5101,86974,24172,2384,7287,174663,113701,2864.53,100.667
0103,2020,323762,179314,144448,289981,33781,166614,4810,92320,24842,1395,75113,229899,18750,83548,148113,13305,3596,193955,6792,91720,28316,1274,1705,225555,98207,2864.53,113.024
0104,1991,174425,90836,83589,167920,6505,132338,789,18903,6142,9748,73555,97247,3623,58265,61952,3173,503,148829,1229,14168,5167,4248,420,24327,150098,3488.55,49.999
0104,2000,192336,101139,91197,181458,10878,155137,1095,19163,5573,490,65629,121738,4969,45702,75808,4582,615,167015,1200,15597,4847,3289,388,38863,153473,3488.55,55.134
0104,2010,187824,98733,89091,171356,16468,144800,1580,18817,5592,567,50611,126704,10509,45213,83506,7705,789,160223,1512,18846,5166,1075,1002,70726,117098,3488.55,53.84
0104,2020,222382,118422,103960,208575,13807,179989,3587,18630,5541,828,52555,157268,12559,57803,99096,10820,2085,194191,2326,18315,6281,545,724,107232,115150,3488.55,63.746
0105,1991,63643,32579,31064,62555,1088,48373,1134,9986,899,2163,28140,33450,2053,18132,22830,1811,255,51501,229,7059,708,3151,598,19055,44588,2856.59,22.279
0105,2000,67605,34745,32860,65804,1801,55310,1461,8180,736,117,26086,39173,2346,13848,25418,1924,329,57349,539,6003,644,2899,171,19988,47617,2856.59,23.666
0105,2010,69028,36595,32433,62268,6760,51946,2450,7072,717,83,20373,45119,3536,16666,28522,3082,385,57489,890,7379,630,71,2569,23759,45269,2856.59,24.164
0105,2020,78195,41939,36256,74072,4123,62903,2984,7119,864,202,18786,55134,4275,20485,34383,3761,751,67527,992,6953,1128,491,1104,22553,55642,2856.59,27.374
0106,1991,301804,148348,153456,299831,1973,154351,969,117776,11303,15432,107632,178036,16136,103307,111051,12570,1032,171661,3190,92168,10211,20883,1628,97157,204647,2369.34,127.379
0106,2000,330355,168014,162341,318620,11735,191670,1394,114081,10617,858,107681,202082,20592,76153,131262,14208,1051,203987,3439,97478,10128,13908,1415,150447,179908,2369.34,139.429
0106,2010,370917,193036,177881,349801,21116,205851,2322,129139,11617,872,103047,237818,30052,96317,150013,20274,1266,218834,21078,104799,13271,9441,3494,194979,175938,2369.34,156.549
0106,2020,478225,258527,219698,436306,41919,274784,3020,143219,13844,1439,107708,339207,31310,148024,200650,17479,4327,304816,7100,142098,19381,3429,1401,255430,222795,2369.34,201.839
0107,1991,129356,64533,64823,126793,2563,57361,709,43058,1283,24382,46872,75120,7364,42936,48458,5482,504,84883,653,29420,1152,12818,340,40183,89173,932.63,138.7
0107,2000,142697,72509,70188,137374,5323,92332,489,42860,1284,409,46829,86649,9219,32396,56728,6121,623,98108,820,34170,1213,8166,220,57865,84832,932.63,153.005
0107,2010,149938,78266,71672,139002,10936,95732,1202,40188,1481,399,42413,95217,12308,38382,60973,7364,806,103477,1055,40028,2205,1857,1316,72875,77063,932.63,160.769
0107,2020,173318,93247,80071,159983,13335,113498,1771,42608,1367,739,40237,122497,10584,45959,77854,7499,1743,125176,1894,41562,3326,1126,234,83930,89388,932.63,185.838
0108,1991,177561,88834,88727,173535,4026,76530,1246,69920,19291,6548,67946,102898,6717,60328,65393,5362,701,87326,2725,55160,17354,13290,1364,53957,123604,2866.56,61.942
0108,2000,177916,88781,89135,172160,5756,90135,1487,63546,16320,672,60472,108891,8553,38936,71791,6226,491,96449,2443,55606,15117,7869,432,94967,82949,2866.56,62.066
0108,2010,182985,92663,90322,172799,10186,96258,2447,58420,15162,512,45879,123457,13649,49323,78296,8781,706,104577,1916,56666,14321,3465,2040,95341,87644,2866.56,63.834
0108,2020,197762,103200,94562,186121,11641,103554,3142,63132,15711,582,39953,145166,12643,58646,88748,8105,2244,113382,2099,62404,16807,1063,2007,104669,93093,2866.56,68.989
0201,1991,114485,55536,58949,114251,234,97179,175,6809,7762,2326,47212,61934,5339,34859,41765,4244,1122,98302,347,6764,7171,1606,228,NA,114485,1529,74.876
0201,2000,124830,61755,63075,124304,526,111112,183,5510,5772,1727,46439,71642,6749,25523,47061,5085,722,111863,310,6084,5420,1031,122,NA,124830,1529,81.642
0201,2010,132304,66462,65842,130061,2243,117912,295,4731,5319,1804,41981,80588,9735,29608,53103,6706,906,120209,376,6308,5033,297,81,51485,80819,1529,86.53
0201,2020,142643,73102,69541,139748,2895,128024,724,4218,4517,2265,38544,93524,10575,35916,59302,6382,961,130000,403,6054,4635,240,1311,45148,97495,1529,93.292
0202,1991,33006,16133,16873,32908,98,24160,11,5846,2776,115,12558,18528,1920,10471,12309,1555,269,24448,144,2836,2565,2911,102,NA,33006,271,121.793
0202,2000,37963,19006,18957,37675,288,29586,27,5154,2868,40,13354,22372,2237,8049,14730,1632,198,29922,111,3659,2783,1375,113,NA,37963,271,140.085
0202,2010,41352,20810,20542,40677,675,33385,27,4585,2630,50,13172,25002,3178,8956,16754,2217,253,33959,144,4592,2566,31,60,12028,29324,271,152.59
0202,2020,44412,22740,21672,43107,1305,36156,115,4141,2611,84,11582,29343,3487,11367,18763,2469,356,37316,86,3540,2563,620,287,11557,32855,271,163.882
0203,1991,322354,159763,162591,321125,1229,230277,159,78670,10455,1564,116350,191068,14936,101818,125984,12538,2492,232825,2346,65178,8282,12525,711,180026,142328,664,485.473
0203,2000,354513,176297,178216,351654,2859,263921,165,76987,9154,1427,119432,216072,19009,71051,147190,14312,2528,267477,2288,68886,7714,7752,396,203342,151171,664,533.905
0203,2010,405523,203828,201695,397327,8196,305003,638,81149,8974,1563,110371,265614,29538,97016,175675,19601,2860,311588,2186,81834,7832,1607,476,299108,106415,664,610.727
0203,2020,423863,213339,210524,408163,15700,311570,1200,85730,8063,1600,107718,280745,35400,93297,183830,18529,5608,319589,2632,83854,7423,1723,8642,320124,103739,664,638.348
0204,1991,254372,125549,128823,253332,1040,151976,567,59348,40066,1375,93276,150806,10290,82259,96559,9155,1629,154357,3691,37340,36545,21822,490,138512,115860,913,278.611
0204,2000,339898,170248,169650,332482,7416,211853,628,70252,48276,1473,116094,210287,13517,72555,137983,11430,1836,219731,4429,55863,44813,14182,880,217741,122157,913,372.287
0204,2010,443488,224626,218862,423736,19752,278999,1403,82249,58986,2099,131269,289644,22575,102427,189865,17062,2865,291946,5752,83214,56971,3082,2523,375000,68488,913,485.748
0204,2020,544984,280022,264962,509844,35140,363932,2136,83024,58581,2171,130338,369798,44848,114011,228387,15920,4559,376394,5990,81498,57755,3866,19481,478314,66670,913,596.916
0205,1991,157963,78471,79492,157470,493,134750,191,15598,4210,2721,58273,91959,7731,46997,63154,5638,1575,135374,521,14945,3773,2694,615,35881,122082,946,166.98
0205,2000,185856,89556,96300,184046,1810,160058,843,15892,4384,2869,60654,115433,9769,41082,75879,6676,1565,162324,1006,17108,4065,1277,76,49401,136455,946,196.465
0205,2010,214479,104688,109791,209463,5016,184135,799,16555,4846,3128,57172,143767,13540,61207,85049,9414,1637,188657,1054,19718,4579,357,114,111369,103110,946,226.722
0205,2020,237759,117316,120443,230846,6913,206499,1176,14934,4911,3326,63125,156482,18152,63130,102416,9731,2097,212015,1885,16649,4488,200,2522,128858,108901,946,251.331
0206,1991,128356,62828,65528,127681,675,73808,156,27170,26027,520,45780,77308,5268,43894,47704,4336,843,75273,2144,19269,24043,7418,176,58328,70028,774,165.835
0206,2000,190952,95472,95480,186203,4749,112935,349,36200,36204,515,65672,118049,7231,40534,77885,5887,974,118051,3108,29848,33973,5757,215,117488,73464,774,246.708
0206,2010,281260,146510,134750,265902,15358,168597,557,46208,49830,710,87321,182160,11779,65000,118795,8773,1371,177623,4315,44737,48335,2687,3563,255263,25997,774,363.385
0206,2020,337699,173041,164658,318348,19351,220323,1129,47366,48070,1460,79726,230859,27114,72669,142274,8264,2521,230686,3810,46281,46502,2583,7837,296845,40854,774,436.304
0207,1991,42938,22157,20781,41684,1254,37435,101,2769,1095,284,15613,25581,1744,12248,17155,1169,403,38413,201,2223,883,393,52,10503,32435,526,81.631
0207,2000,69681,35523,34158,67396,2285,61018,228,4136,1540,474,24913,42488,2280,14147,28536,1594,491,63525,526,3924,1345,289,72,20997,48684,526,132.473
0207,2010,92784,49065,43719,83607,9177,77279,151,4253,1712,212,27326,61895,3563,19469,43042,2360,587,79908,673,4714,1628,66,5795,77740,15044,526,176.395
0207,2020,94138,48694,45444,90015,4123,82160,528,4611,1741,975,24037,63594,6507,21294,41605,3105,1430,85490,940,4523,1579,56,1550,88986,5152,526,178.97
0208,1991,50726,25130,25596,50532,194,46273,20,783,136,3320,21308,27325,2093,13506,20234,1535,520,46525,45,3861,102,180,13,NA,50726,1359,37.326
0208,2000,55847,27657,28190,55638,209,51258,23,661,47,3649,21733,31091,3023,9276,22402,2041,395,51480,16,4273,27,45,6,NA,55847,1359,41.094
0208,2010,61970,31395,30575,60413,1557,55784,74,651,85,3819,18549,38768,4653,13434,26656,2906,425,57028,64,4772,76,16,14,NA,61970,1359,45.6
0208,2020,65698,34223,31475,62389,3309,57089,190,497,28,4585,18010,43001,4687,15580,28818,3300,592,58752,206,6467,67,11,195,NA,65698,1359,48.343
0209,1991,54466,27121,27345,54362,104,50125,18,973,94,3152,23245,28837,2384,15354,20703,1752,569,50332,13,3927,21,106,44,NA,54466,1635,33.313
0209,2000,59556,29718,29838,59386,170,55176,24,802,45,3339,22475,33838,3243,11275,22982,2374,450,55391,14,3880,15,248,8,NA,59556,1635,36.426
0209,2010,66387,34140,32247,64795,1592,60131,20,690,52,3902,20675,40796,4916,13833,28163,3207,509,61171,19,4760,48,76,313,NA,66387,1635,40.604
0209,2020,67925,34674,33251,65808,2117,61616,197,513,57,3425,18668,44403,4854,14493,31203,3279,598,63010,42,4087,55,20,711,9707,58218,1635,41.544
0210,1991,60483,28871,31612,60319,164,54130,53,5709,186,241,22706,34168,3609,19943,22415,2853,563,54555,23,4328,105,1383,54,NA,60483,246,245.866
0210,2000,62217,30360,31857,61852,365,56890,35,4636,138,153,22020,35802,4395,11757,24745,3187,508,57422,27,3934,103,681,50,NA,62217,246,252.915
0210,2010,66606,33168,33438,65950,656,61478,19,4326,91,36,20787,40108,5711,14005,27756,3556,502,61933,43,4330,73,58,169,29978,36628,246,270.756
0210,2020,73384,37659,35725,72802,582,69620,318,2734,63,67,19924,47867,5593,15558,31260,3394,560,70332,72,2673,36,37,234,33969,39415,246,298.309
0211,1991,83092,40814,42278,82944,148,72232,40,5134,606,4932,31878,46725,4489,23694,33193,3476,855,72596,71,8878,507,997,43,NA,83092,629,132.102
0211,2000,89764,44447,45317,89391,373,79516,29,4205,340,5301,31738,52063,5963,16278,36891,4068,789,79872,50,9146,298,377,21,NA,89764,629,142.709
0211,2010,93598,46768,46830,92669,929,83040,62,3375,241,5951,27238,58342,8018,20579,39836,5409,536,83753,67,9379,229,141,29,10884,82714,629,148.804
0211,2020,98922,52476,46446,97010,1912,87797,257,2832,413,5711,27166,64461,7295,19645,43015,4145,849,89036,207,8350,347,460,522,21833,77089,629,157.269
0301,1991,98557,47862,50695,98258,299,96800,90,1039,21,308,43739,49619,5199,29630,32967,3295,1833,97230,9,1255,16,39,3,NA,98557,279,353.251
0301,2000,109384,54674,54710,108881,503,107568,42,947,6,318,46197,57190,5997,20311,37310,4172,1394,108141,5,1202,5,30,1,NA,109384,279,392.057
0301,2010,126350,63459,62891,125538,812,123743,74,1279,29,413,42932,76036,7382,31101,45582,5708,1027,124723,85,1507,24,8,3,NA,126350,279,452.867
0301,2020,157288,76210,81078,156130,1158,153756,484,1354,112,424,43156,104538,9594,47556,58978,5885,1435,155139,160,1583,100,18,288,NA,157288,279,563.756
0302,1991,366770,178955,187815,362619,4151,333637,1110,24528,1855,1489,149453,201942,15375,118123,125479,12351,4637,338095,1894,22874,1249,1133,583,297634,69136,402.7,910.777
0302,2000,398835,197695,201140,393913,4922,369380,878,21334,1342,979,157031,224112,17692,81185,142933,13922,3764,374638,1471,20627,1140,748,211,324016,74819,402.7,990.402
0302,2010,468438,232752,235686,459880,8558,433238,1679,22444,1320,1199,138077,305565,24796,112989,194063,19556,3753,442711,2007,21915,1391,265,149,419611,48827,402.7,1163.243
0302,2020,555757,277807,277950,544531,11226,521398,3302,16879,1390,1562,147669,372078,36010,172652,202004,22060,6254,531584,2916,15692,1189,340,4036,510456,45301,402.7,1380.077
0303,1991,71584,34907,36677,71094,490,67857,43,2931,207,56,31138,36409,4037,21635,24790,2575,1116,68500,60,2819,149,39,17,NA,71584,526.2,136.04
0303,2000,77762,38292,39470,77406,356,74640,37,2543,138,48,32590,40655,4517,14067,27194,3230,681,75035,33,2501,127,53,13,NA,77762,526.2,147.78
0303,2010,89118,43756,45362,88220,898,85196,104,2462,394,64,27773,55440,5905,24332,32205,4192,616,86174,113,2455,359,8,9,15122,73996,526.2,169.361
0303,2020,110008,54680,55328,108988,1020,106300,499,1972,104,113,35996,66567,7445,31130,37272,4296,1212,107648,207,1960,117,46,30,26376,83632,526.2,209.061
0304,1991,150035,72531,77504,147291,2744,142623,98,3678,183,709,63636,78449,7950,45518,52170,5496,2492,145681,67,4096,82,67,33,15374,134661,569.5,263.45
0304,2000,162312,80278,82034,160049,2263,156019,74,3279,35,642,67127,85683,9502,28553,58082,6687,1863,158378,50,3824,12,44,4,17217,145095,569.5,285.008
0304,2010,180878,90850,90028,177487,3391,173094,68,3560,26,739,58660,110336,11882,39373,72414,9138,1293,176789,102,3902,19,49,17,26785,154093,569.5,317.608
0304,2020,230424,116756,113668,227898,2526,223017,694,3343,29,815,71914,142373,16137,63770,80840,10986,2359,225777,231,3849,5,6,556,50337,180087,569.5,404.608
0305,1991,96348,46693,49655,95898,450,93839,68,1116,41,834,42279,48785,5284,28216,33229,3606,1470,94466,20,1787,11,39,4,NA,96348,423.3,227.612
0305,2000,104404,51773,52631,103853,551,102376,46,739,28,664,43813,54260,6331,18374,36650,4470,1097,102893,7,1479,4,20,1,NA,104404,423.3,246.643
0305,2010,113191,56505,56686,112337,854,110597,45,808,17,870,39643,65838,7710,24977,41999,5733,839,111561,52,1538,9,18,13,12726,100465,423.3,267.401
0305,2020,136157,67447,68710,135280,877,133273,489,621,74,823,44505,81775,9877,35535,48443,5459,2002,134566,166,1244,42,73,66,24532,111625,423.3,321.656
0306,1991,94611,46618,47993,91328,3283,86123,58,3726,927,494,41917,49282,3412,28088,33266,2423,1328,89551,74,3992,826,106,35,21825,72786,879.9,107.525
0306,2000,101509,50578,50931,99618,1891,94990,61,3647,475,445,43926,53366,4217,17078,36375,3165,965,96923,37,4039,459,42,9,24834,76675,879.9,115.364
0306,2010,115949,58892,57057,112132,3817,107010,191,4043,425,463,39803,70022,6124,24227,46137,4943,839,110730,284,4303,362,42,228,37893,78056,879.9,131.775
0306,2020,150766,77481,73285,146520,4246,140026,751,4697,375,671,46734,94652,9380,39885,56444,5849,1441,143648,484,5017,434,17,1166,57221,93545,879.9,171.344
0307,1991,116044,56695,59349,114712,1332,105153,95,3991,160,5313,50060,60307,5677,34688,40112,4519,1507,106513,255,8864,84,173,21,26290,89754,179.8,645.406
0307,2000,130414,64821,65593,129086,1328,119270,39,4638,95,5044,53950,69456,7008,23529,46163,5446,1326,120545,197,9553,61,53,5,28725,101689,179.8,725.328
0307,2010,147179,73726,73453,145464,1715,134289,40,6230,121,4784,48350,89702,9127,34031,56516,7244,1038,135814,158,11024,75,30,78,51631,95548,179.8,818.571
0307,2020,179943,89192,90751,178503,1440,164874,178,7362,176,5913,61235,107044,11664,44267,63925,8163,1926,166415,351,13016,83,34,44,63120,116823,179.8,1000.795
0308,1991,63816,34886,28930,57678,6138,46802,6264,4125,369,49,28914,34144,758,16614,23991,819,562,52874,290,3692,364,6223,274,14448,49368,8178.6,7.803
0308,2000,74988,39782,35206,70803,4185,57884,8845,3718,263,93,34367,39448,1173,11903,27181,1145,392,63761,202,3538,247,7074,166,16578,58410,8178.6,9.169
0308,2010,86189,46359,39830,81204,4985,64253,12570,3870,350,161,30389,53458,2342,18068,35206,2123,403,73610,1159,3967,360,2266,4827,19914,66275,8178.6,10.538
0308,2020,112495,60254,52241,104835,7660,80975,17315,4768,1424,353,40814,67186,4495,25163,39792,2846,899,94058,1817,4687,780,2692,8461,31322,81173,8178.6,13.755
0309,1991,90830,45899,44931,86740,4090,80423,92,4463,1663,99,40508,47425,2897,26222,32872,2048,1132,84571,175,4250,1524,158,78,19914,70916,2275,39.925
0309,2000,91771,46058,45713,89449,2322,84524,63,3641,1085,136,40530,47522,3719,14692,33073,2735,741,86917,128,3604,1003,95,24,19573,72198,2275,40.339
0309,2010,104234,53585,50649,99352,4882,94268,57,3994,918,115,35504,63049,5681,23145,40498,4244,843,99073,122,4106,857,35,41,29112,75122,2275,45.817
0309,2020,105007,52863,52144,101255,3752,96523,114,3538,846,234,30366,67826,6815,26296,41219,4975,1219,99601,275,3562,922,73,574,27048,77959,2275,46.157
0310,1991,32720,17122,15598,31003,1717,30242,309,352,58,42,14337,17261,1122,9400,11925,807,442,32021,73,303,43,265,15,NA,32720,1326.4,24.668
0310,2000,35988,18362,17626,35257,731,34694,465,59,32,7,15911,18608,1469,6038,12689,1022,328,35803,73,65,27,13,7,NA,35988,1326.4,27.132
0310,2010,39170,20362,18808,38026,1144,37142,694,97,58,35,14420,22805,1945,8229,14668,1659,194,38902,130,72,43,12,11,NA,39170,1326.4,29.531
0310,2020,54656,27373,27283,53259,1397,51821,1042,142,175,79,14706,37254,2696,18531,18337,2127,533,53827,243,115,149,8,314,NA,54656,1326.4,41.206
0401,1991,116653,56538,60115,114826,1827,76571,560,24875,11856,964,42760,66767,7126,36903,43398,5930,875,79402,1387,19735,10651,4577,351,NA,116653,674,173.076
0401,2000,132317,65074,67243,128715,3602,95451,902,20758,11389,215,43166,80705,8446,31530,50357,6416,848,99333,1521,16934,10591,3319,619,64614,67703,674,196.316
0401,2010,173712,86920,86792,167419,6293,128293,1387,24046,13325,368,45793,115940,11979,49546,69677,7635,1061,133328,1837,24007,12805,680,1055,131692,42020,674,257.733
0401,2020,249356,128761,120595,231231,18125,181647,2829,27861,18231,663,48058,185949,15349,82841,98694,9035,3290,191253,2712,28284,18679,1082,7346,206826,42530,674,369.964
0402,1991,92771,44783,47988,92146,625,61996,359,18777,9735,1279,33952,53780,5039,31943,33536,4277,407,64092,1467,14713,8691,3497,311,NA,92771,679,136.629
0402,2000,101659,50800,50859,99914,1745,71774,429,16538,10920,253,35222,60001,6436,21194,39762,4872,609,73860,1436,14806,9967,1180,410,15626,86033,679,149.719
0402,2010,131539,66418,65121,127138,4401,95775,871,16714,13551,227,37204,84514,9821,32033,56020,5666,616,98835,1487,16246,12882,460,1629,68221,63318,679,193.725
0402,2020,151937,81756,70181,138701,13236,111861,1346,12945,12024,525,29972,109947,12018,47270,60567,6694,1411,118087,1642,13097,12542,648,5921,103976,47961,679,223.766
0403,1991,296897,147550,149347,293143,3754,151183,1357,122549,13347,4707,102498,181620,12779,100814,111958,10302,1338,156247,15537,100521,10832,10321,1392,195998,100899,359,827.011
0403,2000,371263,184996,186267,359017,12246,203918,2929,133478,15553,3139,116406,238581,16276,90319,150803,12135,1600,216420,19311,114969,13303,5875,1385,327731,43532,359,1034.159
0403,2010,484885,244611,240274,462714,22171,273844,6492,158828,20310,3240,124585,333233,27067,132530,210487,14769,2514,289800,20554,150888,19278,1900,2465,483308,1577,359,1350.655
0403,2020,597135,314425,282710,557429,39706,360372,6580,164433,22104,3940,155923,405329,35883,150268,244977,19012,6079,378361,21928,150336,21419,3116,21975,597135,NA,359,1663.329
0501,1991,40012,20027,19985,39459,553,22641,1486,12863,2170,299,16358,21585,2069,12070,15177,1639,273,23500,566,7499,2036,5726,646,NA,40012,1353.53,29.561
0501,2000,37194,19069,18125,36200,994,22027,1750,10371,1889,163,12499,22235,2460,7363,15402,1690,240,23171,378,8057,1709,3451,428,NA,37194,1353.53,27.479
0501,2010,38299,20144,18155,36442,1857,22809,2430,9392,1693,118,10482,24271,3546,8598,16860,2124,235,25021,410,8803,1647,303,2115,NA,38299,1353.53,28.296
0501,2020,46053,25030,21023,43151,2902,27138,3574,10379,1844,216,13934,28024,4095,9558,19166,2251,605,30842,666,9832,1739,139,2835,NA,46053,1353.53,34.024
0502,1991,68180,33637,34543,67452,728,47950,1085,12142,5721,554,24046,38916,5218,21953,26012,4067,560,49372,464,9524,5300,3202,302,17787,50393,1026.67,66.409
0502,2000,63541,30734,32807,62269,1272,47350,1379,9547,3849,144,19370,38009,6162,14443,25082,4130,516,48964,366,8428,3548,1795,440,18105,45436,1026.67,61.89
0502,2010,63874,31367,32507,62001,1873,47614,1694,8936,3620,137,16019,41107,6748,17381,26104,3892,478,49820,291,8629,3629,167,1338,17735,46139,1026.67,62.215
0502,2020,70331,35985,34346,68539,1792,53800,1728,9199,3600,212,16144,48222,5965,20577,29686,2930,902,55825,515,9032,3610,529,820,21394,48937,1026.67,68.504
0503,1991,92171,48729,43442,90247,1924,37151,858,29607,20849,1782,33863,55151,3157,30563,34362,2807,301,41012,2500,21181,18917,7411,638,47892,44279,583.1,158.071
0503,2000,106630,56526,50104,103202,3428,49081,1810,29622,22171,518,35029,67911,3690,25139,43057,3059,346,53582,3105,24717,20382,4703,141,68923,37707,583.1,182.867
0503,2010,110991,58282,52709,106448,4543,53581,2628,27625,22189,425,30781,74858,5352,30349,45123,4018,720,59019,3181,26078,20748,1663,302,78319,32672,583.1,190.346
0503,2020,128689,68275,60414,122589,6100,65438,2257,31236,22893,765,33441,87812,7436,34351,54180,4468,1043,71939,2448,29892,22240,1716,454,89891,38798,583.1,220.698
0504,1991,34823,16284,18539,34545,278,26347,393,3632,3768,405,12154,19653,3016,10951,13092,2363,347,27147,190,3247,3449,686,98,NA,34823,405.93,85.786
0504,2000,36848,17776,19072,35920,928,29139,554,2745,3413,69,11835,21450,3563,7450,14795,2496,272,30210,262,2312,3200,740,124,NA,36848,405.93,90.774
0504,2010,41988,21343,20645,40349,1639,33929,633,2184,3531,72,12043,26172,3773,9699,17219,2721,306,35513,261,2175,3430,92,517,NA,41988,405.93,103.437
0504,2020,47296,23974,23322,45528,1768,38290,1092,2301,3756,89,10003,33046,4247,15542,18368,2541,669,40068,332,2205,3912,179,600,NA,47296,405.93,116.513
0505,1991,263383,131875,131508,259834,3549,101689,1799,102100,51181,3065,88772,163580,11031,92682,101094,8843,1189,108883,11360,78599,43594,18499,2239,193237,70146,953.64,276.187
0505,2000,383530,198175,185355,366969,16561,173393,3079,117360,71007,2130,112728,255590,15212,101143,156995,10934,1730,191594,16071,94374,61791,17211,2489,322177,61353,953.64,402.175
0505,2010,536147,278082,258065,496441,39706,274106,5436,129978,84622,2299,139020,371454,25673,142176,236340,15677,2934,297344,16825,126326,78563,4574,12515,493820,42327,953.64,562.211
0505,2020,692283,358074,334209,647288,44995,377890,8287,154915,102476,3720,168925,481573,41785,187569,302922,20845,9149,411915,23152,148411,98714,5864,4227,647480,44803,953.64,725.937
0506,1991,72295,35929,36366,71431,864,42986,149,16687,10248,1361,30229,39677,2389,22228,27553,2070,264,45442,977,14815,9480,1357,180,15271,57024,850.84,84.969
0506,2000,77021,38744,38277,74914,2107,45889,179,17472,11065,309,27436,46067,3518,14974,31494,2789,328,48131,1363,15184,10282,1795,266,22329,54692,850.84,90.523
0506,2010,82165,43110,39055,79897,2268,47815,1549,18758,11567,208,22922,53748,5495,19955,35225,3636,427,50388,1957,18331,10972,381,136,39574,42591,850.84,96.569
0506,2020,88123,46801,41322,83289,4834,50075,2016,19342,11614,242,25313,55870,6940,19192,39003,3793,762,54492,2224,19453,11427,291,236,39712,48411,850.84,103.572
0507,1991,122033,61710,60323,120572,1461,77850,1384,22748,16620,1970,57490,61663,2880,34135,44378,2570,351,81835,1265,16924,15330,5904,625,16649,105384,1484.58,82.2
0507,2000,125010,63108,61902,121556,3454,83231,1813,20544,15633,335,47909,73730,3371,25609,47977,3113,402,87149,1164,18157,14792,3133,615,24422,100588,1484.58,84.206
0507,2010,112740,58526,54214,108687,4053,72485,3084,18872,14043,203,30563,76274,5903,27294,49677,4741,465,76735,811,18653,13316,424,2801,27317,85423,1484.58,75.941
0507,2020,127199,65835,61364,121845,5354,80640,4196,21084,15450,475,34316,82087,10796,28228,57522,5724,1112,86474,1986,19458,15912,1068,2301,33229,93970,1484.58,85.68
0601,1991,83965,43814,40151,82037,1928,40805,1747,29730,8803,952,31940,48923,3102,26333,30497,2432,252,41936,922,17485,7920,10571,2424,31243,52722,1831,45.857
0601,2000,96689,50336,46353,93706,2983,48977,2531,32180,9702,316,30847,61894,3948,22819,39529,3153,341,52222,1560,23669,9021,8903,1314,50840,45849,1831,52.807
0601,2010,114397,61623,52774,107940,6457,58585,3237,35987,9770,361,29393,78525,6479,27972,52870,3763,399,63021,1608,35475,9459,1530,3304,80205,34192,1831,62.478
0601,2020,116799,66163,50636,108357,8442,62818,3926,31502,9184,927,29068,79319,8412,38519,43027,3867,1734,69049,1954,31709,9835,681,3571,72544,44255,1831,63.79
0602,1991,25555,13483,12072,24827,728,4651,2624,10571,6800,181,9338,15506,711,7846,10137,630,58,5380,742,8276,6375,3812,524,NA,25555,712,35.892
0602,2000,28077,15258,12819,25852,2225,5297,4279,11259,4961,56,8902,18318,857,6125,12208,789,53,8190,1174,10183,4695,3410,425,NA,28077,712,39.434
